Title,Meaning
Ҳаррот,"Ёғочдан бешик, жўва, ўқлов ва бошқа буюмларни ясовчи уста"
"Ҳафтани биринчи, иккинчи, учинчи, тўртинчи, бешинчи,
олтинчи, бозор гунлари","Душанба, сешанба, чоршанба, пайшанба, жума, шанба, якшанба кунлари."
Ҳиқилловиқ,Ҳиқичоқ
Ҳово,Ҳа
Ҳовондор,Ғамхўр
Ҳоли қол,"Якка, ўзинг қол"
Ҳолқо,Сирға
Ҳондак,"Чуқурча, тагидан сув чиқиб турадиган очиқ қудуқ"
Ҳоридим,Чарчадим
Ҳосо,Ҳасса
Ҳўвиз,Ҳовуз
Ҳударган,Худойберган
Ҳўпиқиб,Сувдан ҳаво етмай зўрға чиқди
Ҳўпирди,"Мақтанчоқ, кибрли одам"
Ҳўппайган,"Шишган, тўлишган"
Ҳўппиш товуқ,"Қурка, қирғовуллар оиласига мансуб йирик қуш"
Ҳўш,"Хайрлашув, хайр"
Ҳўшрўй,"Ёқимли қиёфа, хушрўй, чиройли"
Чайм (ютим),Бир қултум сув
Чайм-Чайм,"Бу сув юзига ялпоқ тош ёки кесак отиб неча марта сув юзида қалқиб (сапчиб) юришини санайдиган ўйин. Чайм- чайм неча чайм, кимнинг тоши кўп марта сув устида сакраб юрса шу ютади."
Чак,Торт
Чакар,Қудуқдан челакни кўтариш учун қўйилган хода
Чакида,Чакки
Чакилиб ўтирма,"Меҳмонга борганда, уй эгаси: меҳмон олинг ўз уйингиздай ҳис қилиб ўтиринг, бемалол, тортинмай олаверинг."
Чакиш,"Сигарета, папирос чекиш"
Чакмон,"Кураш тушганда кийиладиган енгсиз чакмон, тўн"
Чандир,Гўштнинг чайналмайдиган қисми
Чанлаб гўр,Мўлжаллаб кўр
Чапак,Қарсак
Чапакай,Чапақай
Чартак,Бостирма
Чарчи,Бозорда майда чуйда уй асбобларини айрим қисмларини сотувчи
Чатилди,Алданди
"Чатилди, чатди","Алданди, алданиб қолди, алдади"
Чатиштириб юбор,"Алдаб юбор, адаштириб қўй, чалкаштир"
Чая,Қум
Чейил,Ажриқ
Чейна,Чайна
Чел,Суришдан олдин далани суғоришда олинадиган эгат
"Чеш, чеч
(гийим-ни, дуюнни)","Еч (кийимни, тугунни)"
Чешма,"Вақтинчалик ишлатиладиган, сув чиққунча ковланган чуқурча, очиқ қудуқ"
Чивиқ,"Чўп, қуриган дарахт новдаси"
Чивин,Пашша
Чивчи,"Ёш вақтимизда чойнак-пиёлалар синиб қолса уни чивчига олиб бориб тузатиб келардик. Пиёла еки чойнак иккига бўлинган бўлса, уларни бирлашадиган жойларини тешиб нозик қаттиқ сим билан маҳкамларди. Чойнакни тумшуғи синиб майдаланиб кетган тақдирда туникадан тумшуғини тузатиб қолган қисмига кийгизиб берарди. Янгидан сотиб олиш имкони бўлмаган у даврларда."
Чиғ,Шабнам
Чиғи,Мато тури
Чиғиниш,Кучаниш
Чиён,Ёмғир чувалчанг
Чизғамоқ,шимни пастки қисмини-болоқини тепага қарата буклаб тиззагача йиғиб қўймоқ
Чизим,"Нозик арқон, чилвир"
Чизмалама,"Бекорга чизмалама, бирон нарсага ўхшатиб чизишни ўрган."
Чий,Арқон ёки бошқа нарсани маҳкам ечилмайдиган қилиб боғла
Чий,Қамишдан тўқилиб алибастра билан сувалган намат. Хона шифти бир замонлар чийдан ишланган.
Чийин,Курмак
Чийит,Чигит
Чиқар (вақт ўтиб чиқир бўлган),"Чиғириқ, аслида сувни юқорига чиқариш маъносидан келиб чиқиб, чиқар дейилган"
Чиқир,Чархпалак
Чиқирчи,Қишлоқ номи
Чиққинжи,"Чиқим, харажат"
Чиқон,Дугона
Чилиб   юбор,Чалиб юбор
Чилиб ювар,Курашда оёғидан ол
Чилпимоқ,Ғўзани чеканка қилмоқ
Чилпоқ,Сув ичадиган кружка
Чимитлади,Чимчилади
Чимишка,писта
Чимрилма,Ҳафа бўлиб бетини мужмайтирганга айтилади
Чин ғалаба,Курашда қабул қилинган ҳалол ғалаба
Чингизни қири,"Ривоят қилишларича, Чингизхон Хоразмга бостириб келганида ҳозирги Питнак қишлоғида дарё бўйида тўхтаб дам оладилар. Аскарларга ҳар биринг бир ҳовуч тупроқ келтириб ташланглар, деб қирни кўрсатади. Катта баландлик пайдо бўлади, шу тартибда аскарлар сонига баҳо берган. Қайтишда ҳам шу ерда тўхтаб аскарларга олдингидай буйруқ беради. Бу галги тепалик олдингининг ярмисидан ҳам кам бўлади. Бу жуда кўп аскар йўқотганидан далолат. Шу қирлар ҳалигача мавжуд. Ибора пиёда учун узоқлик қилувчи манзилни ифодалайди."
Чингирик,Шакарқамиш
Чиплоқ,Камбағал
Чипра бўй,Қўлидан бирор иш келмайдиган фақат сумбати (савлати) бор одам.
Чиптир,"Ухлаб ётган болани кечаси уйғотиб чиптириб юбор дейишади, сий дегани"
Чирилломо,Бўлса-бўлмаса чинқирама.
Чиркай,Оқпашша
Чирмашган,Бир-бирига ўралиб кетган
Чирмовиқ,Бегона ўт тури
Читлош,Чигитни пахтадан ажратиш
Читмак,Камон
Читнамоқ,Чертмоқ
Читойи,Нозик табиат
Чиш атмак,"Кичкина хожатга чикиш, бола тилидан"
Чишди,Шишди
Чишиб ўла,"Баландпарвоз бўлиб ўл, осмондан келиб ўл"
"Чишши атдим (ёш бола
тилидан)",Сийиб қўйдим
"Чишшим галди
(ёш бола тилидан)",Сийгим келди
Чия,Олча
Чой,Қирғий
Чой қўйиб юбор,Чой ичайлик
Чоққи,"Пакки, йиғма пичоқ."
Чолвур,Шим
Чолиққон,Бирон нарсадан қўрқиб касалланган
"Чолим беради. У фалонкасга
чолим беради.",Ўхшаб кетади. У фалончига ўхшаб кетади.
Чолиш,Маҳалла номи
"Чолиштирмо
(феъл буйруқ м.)",Оёқни чалиштириб ўтирма
Чолов,Паловнинг бир тури
Чонголоқ,Пахтаси терилгандан кейин қуриб қолган кўсак.
Чопиштириш,Икки суюқликни аралаштириш
Чоптиришма,От ёки эшак миниб ким ўзарга пойга
Чор,Дуранг
Чорвойи,Бақир-чақир қиладиган жанжалкаш одам.
Чорқот,Сочоқли рўмол
Чорс,Ўжар
Чорсиллаш,Ўт ёққанда қуриқ ўтин чорсиллаб ўт учқунларни ҳар ёққа учириб юборадиган ҳолат
Чотлоқ,Дарз кетган
Чотон,Икки оёқ ораси
Чош-пош,Сочиб ташланган
Чошма,"Ўйлаб гапир, жиннилик қилма, валдирама"
Чўв,"Чоп, майдала, ёр, кес"
Чўвғон,Хом тут
Чўвғон,Тутнинг хом меваси
Чўвит,1. Эски кўрпа-тўшакдан чиққан пахта 2. Эзма одам
Чувон,Чипқон
Чуйчи,"Ўтган асрда чинни коса, чойнаклар синганида уларни елимлаб бир-бирига ёпиштириш хизмати кўрсатадиган усталар бўлган. Ўша касб эгаларига чуйчи, дейилган."
Чўкар (чўнгкар),Ағдар
Чўкди,"Сувда чўкиб кетди, сув тагидан чиқаолмади"
Чўкитка,"Чигиртка, зараркунанда."
Чўкиш,Болға
Чуклик,Бешикда ишлатиладиган сумак
Чўктириб ювар,Сувга босиб азобла
Чўққоймо,Гердайма
Чўқмоқ,Подачини чўқмор таёғи
Чуқолоқ,Чуқурча
Чуллик,Чиллак (ўйин тури)
Чўлонтой,"Эпсиз, қўлидан иш келмайдиган"
Чўлоштирмо,"Бир-бирига аралаштирмай бажар, баҳона топма, бажар."
Чўлпи,"1.Сувда қайнаган лағмон, чучвара ёки бошқа бир овқатни сувдан сузиб олиш учун симдан тўқилган чўмич. 2. Сувдан балиқни олиш учун дастаси бир-бир ярим метрлик ипак тўр маҳкамланган ҳалқа"
Чўм,Машъала
Чумиб чиқ,Шўнғиб чиқ
Чумириб суғор,Бостириб суғор
Чумирма,Сувга чўктириб қўйма
Чўмларни тайёрланглар,"Машъалларни тайёрланглар тез қоронғу тушади (тўй даврасига, балиқ овлашга)"
Чўммиқ,Оёқ ёки қўлнинг акашак бўлиши
Чуммоқ,Шўнғимоқ
Чўнгқир,Чуқур
Чунгул,Кўлни чуқур жойи
Чўнтиқ,"Гапга чечан эмас, мутаҳассислик даражаси паст"
Чўп пули,"Хива хонлигига қарашли ерларда қўй, туя боқиш учун 1 қўйга 5 тийиндан, 1 туяга10 тийиндан солиқ белгиланган. Уни “Чўп пули” дейишган. (яйловдаги ўт-чўп.)"
Чўп-чор,Хас-чўп чиқиндилари
Чўпла,Териб ол
Чўпламак,Териб олмоқ
Чўппиломо,Чўппиламай е
Чўрак,"Ачиган хамирдан тайёрланиб тандирда ёпилган қалин, шакли нисбатан кичикроқ нон."
Чурик,"Бузилган, чириган"
Чурик палов,"Паловнинг қозон тагига яқин, сабзиси яхши пишган ширин жойи."
чурри кулок,кулок супрасининг жуда кичики
Чуртик,Жуда майда
Чута,Суғорилмаган экин майдони
Чуш паса (ашақа туш),Пастга туш
Шайтон,"1.Иблис 2.Айёр, муғомбир, ўта ақлли одам."
Шайтон арава,Велосипед
Шакаша,Кўзанинг тури
Шакаша бўлиб гетибди,Арава ғилдираги айланадиган тешик каттайиб кетиб арава у ёқ буёққа ташланиб юради
Шақиқа бўлибди,Чаккаси учадиган касаллик
Шамоллаб келаман,Кичик хожат чиқариб келаман
Шаппик,Ҳар қандай ёпишқоқ модда (мас. конфет).
Шаппикдин одам,"Ўта киришувчан, уддабурон одам"
Шарава,Намакоб
Шивирғони узум,Қора кишмиш қилинадиган узум нави
Шивирдади,Қулоғига пичирлади
Шивирдап сўлла,Паст овозда гапир
Шиғир,Арава изи
Шикирдак,Кекирдак
Шилта сув,Жиққа сув
Шим...,"Болчингирикни шимиб, ширасини ҳазм қилиш"
Шипа уй,"Бир-бирига теккизиб ёнма-ён қурилган уйлар шипа жойлашган, дейилади"
Шипирмо,Фойда учун бировни алдайдиган одам.
Шиппа бориб кел,"Жуда тез бориб кел, бир оёғинг бу ерда, иккинчиси у ерда бўлсин"
Ширға кал,Бошида очиқ жой қолмаган кал
Шихлар,"Шайхлар, маҳалла номи"
Шқоп,Шкаф
Шовот,Туман ва каналнинг номи
"Шойи, аббос шойи, ярим шойи",Хива хонлигида ички савдода ишлатиладиган 10 тийиндан 40 тийингача пул бирликлари
Шоққилломо,Оғзи тинмай гапирадиганларни тўхтатиш
Шоққиллош,Ўйинда бармоқларни шаққиллатиш
Шоқоқломо,"Тинчийсанми, йўқми"
Шоммирот,"Тирбанд, бир жойга жуда кўп одам йиғилгани."
"Шомоллатиб қўйма, гийимини гийиз","Болани кийинтириб ол, шамоллаб қолиши мумкин, кўча салқин"
Шоппот,Шаполоқ
"Шоппотдин (бола, нон)",1.Ёш бола 2. Бир бурда нон (ризқ маъносида)
Шорловуқ,Шаршара
Шоровор,"Мактабда ўқиётганимизда шим ўрнига оддий қора матодан ҳозирги уй шароитида киядиган узун икки почали иштонга ўҳшатиб шоровор тикиб берар эдилар. Уни пастки қисми, болоқига резинка ўтказилган бўларди."
Шотуршутир,"Дарров, тезда."
Шуллик,Зулук
Шундин,Шундай
Шундин,Худди шундай
Шундинлай бориб келаман,"Бораману-келаман, бормаса ҳам бўладиган ҳолат, қуруқ бориб, қуриқ қайтиш"
Шўртак,Шўр
Шўртак,"Тўй оши пиширилаётганда қовурилган гўшт бўлиб, шу гўштнинг бир қисми тўйда хизматда юрганларга тортилади."
Эваши,"Гавдасига мос келмайдиган кийимларни кийиб юрадиган, кўриниши ёмон одам"
Эвон,Айвон
Эгнинга иссироқ нарса гий,Кўча салқин иссиқ кийим кийиб ол
Эйём битди,Қачон эди бажарилганига
Эйин,Эгни
Эйинбош,Кийим кечак
Эйип,Айб
Эйламак,Кечиктирмоқ
Эйланмак,Кечикмоқ
Эйпингни ёпғой,Айбингни яширгай (Худони ўзи айбингни кечирсин)
Эланмак,Ялинмоқ
Элгазар,"Бир вақтлар бир элатда ёки қишлоқда элак камлигидан ундан навбат билан фойдаланганлар –эл кезиб юрган, шундан элгазар сўзи келиб чиқган"
Элот,Маҳаллани бир қисми
Эндар,Ағдар
Энмак,Бир тарафга оғмоқ
Эрилма,"Эркаланма, ўзингдан кетма, суюлма."
Эрон,Айрон
Эртанг,"Эртангги кун, эртага."
Эт (гўш),Гўшт
Этёжи,Мабодо
Этёжинг борми,Тўйга ёки ёмон кунлар бўлиб қолса харажатга етарли имконинг борми
Эчкамар,Эчкемар
Эш,Ипни эшиб бер
Эшак ори,Қовоғори
Эшик,"Уй, ҳовли олдидаги ер, ташқари, кўчани бир қисми, эшикни супириб қўй"
Эшика чиқиб галаман,Хожатга чиқиб келаман
Эшикочар,Қизнинг уйида ўтказиладиган фотиҳа тўйи
Эшкан,Терига чиқадиган тошма
Эшмак,Эшкак билан сувни эшмоқ
Эшонравот,"Эшонработ кўли, ипак йўлидаги эшонлар яшайдиган худуддаги работ кўли."
Эя,Эга
Эялик,Эгалик
Юварма,Юборма
Юволиқ,Нишонлайлик
Юз кўримлик,Бола туғилганда кўришга келганлар бирон буюм ёки пул ташлаб гўдакни кўриб чиқадилар
Юзи тулумдин бўлди,Жаҳли чиққанидан юзи қизариб кетди
Юзиб билимман,Сузишни билмайман
Юзик,Узук
Юзикишдингми,Биронтасига даво қилган одам билан юзма-юз учрашиш лозимлиги
Юзиқорачилик,Кимдандир тили қисиқ бўлиш
Юзум,Узум
Юқи,Қозонда қолган овқатнинг юпқа қолдиғи
Юқи,"Идишда ёки қозонда овқат қолдиғи, изи қолган холат"
Юлик,Илик
Юмоқ,Қизчаларнинг тароқи сақланадиган берк идиш
Юмуриқ,Мушт
Юмурта,Қуш тухуми
Юпат,Йиғлаётган болани бирон нарсага машхул қилиб йиғидан тўхтат дейилгани
Юрак домор,"Юрак томири, кўк томир, вена"
Юракни қуртини ўлдир,Талаб даражасида бажар.
Юри,"Юр, кетдик."
Юринг аса,Юринг (кетдик) бўлмасам
Юха,"Тўйганини билмай овқатни кўп ейдиган, қанд каслига чалинган одам"
Янгориқ,Янгиариқ
Ярим охшом,"Тун, ярим кеча"
Ярим охшом бўлди,"Пешиндан кейин ухлаб қолганларни, тур, ярим охшом бўлди, шомда ётмайдилар деб уйғотадилар. Бу намоз вақти келганлигини билдириш бўлса керак"
Ярим ўддиқ,"Олтинчи кун, шанба"
Ясомо гап,"Бўлмағир, ўйлаб топилган гап."
Яхши,Майли
Яхшивилон,Яхшига ўхшаяпти (Йигит қиз билан учрашгандаги хулосаси)
Яхшидин,Яхшига ўхшайди
Яхшом сан бо акансан,Яхшиям сен бор экансан
Ўва борамиз,Овга борамиз
Ўвалиқ,"Посёлка, одамлар яшайдиган кичик ҳудуд"
"Ўвжик(Урганч) (ўвжик печенье, ўвжик тарвуз
мағзи)",Қуруқ ва тез увилувчан.
Ўвиз барак,Сигир туққандан кейинги оғиз сутидан қилинадиган барак
Ўвилган,Майдаланган
Ўвич,Ҳовуч
"Ўвишди, оёқ ўвишди.",Уюшди (оёқ уюшди)
"Ўвли, бу ўвлироқ","Яхши, бу яхшироқ"
Ўдин айриб қўй,"Ўтин майдалаб қўй, қуриган дарахт новдаларини майдалаб қўй"
Ўдин бўлгайсан,"Сўкиш тури, ўтин бўлса ёқишга ярайди"
Ўдин қола,Ўчоққа ўтин ёқ
Ўдин ойир,Ўтин ёр
Ўдин супса,"Ўтин супирги, кўчаларни супиришда ишлатиладиган қўпол супирги"
Ўжак,Бузоқ
Ўжоқ,Ўчоқ
Ўзак домор,"Ўсимликнинг ўзаги, катта томири"
Ўзина ониқми,Турмушга чиқаётган қизни шундай суриштиришлари мумкин
Ўзли ўзимиз,Бегоналар йўқ
Ўй,Уй
Ўйдалоқ,Чуқурча
Ўйилон,"Беозор, уйларда яшайдиган заҳарсиз илон."
Ўймоқ,Ангишвона
Ўймонмин тез чиқ,"Кўп ўтирма, тезроқ чиқ"
Ўйпанма,Тезроқ кел
Ўксинди,"Ҳасрат чекди, хафа бўлди."
"Ўксирик, ўскирик",Йўтал
Ўксирмак,Йўталмоқ
Ўкча,Товон
Ўлатизино,Отаси номаълум
Ўлё,Қабристон
Ўли-диринг йўқ,"Бормисан, қаерларда юрибсан?"
Ўлимсик ( утик),Зиқна одам
Ўлимтик,"Нимжон, кўримсиз"
Ўлиювғичи,Ғассол
Ўлтанг,Даланинг сув ичмаган жойи
Ўғлини касибди,Ўғлини суннат қилибди
Ўқл ураман,Укол қиламан
Ўма-тўма,"Бутунлай, буткул."
Ўмма,"1. Дўппини тепа қўйиб кийиш 2. Баттар бўлсин, қилиғига яраша жазо"
Ўмраб гетган девор,Девор пахсаси ёки ғиштларининг намликдан ёки шўрликдан емрилабошлаган холати
Ўмча,Қаттиқ ўтин
Ўнгишиқ,"Ўртача, қониқарли ҳолат"
Ўнгиштир,Қўллаб юбор (феъл буюруқ майли)
Ўнгординг,"Бажардинг, эпладинг, бопладинг."
Ўп,"Ўпгин, бўса ол"
Ўр,1. Қалъа атрофида душмандан сақланиш учун қазилган чуқурлик (Хивада Ўр элати ҳам мавжуд); 2. Бўйин эгмайдиган одам
Ўра,Устун
Ўрам,Маҳалланинг ёки кўчанинг 50-60 та уй жойлашган қисми
Ўрмак,"Асосан, ғишт теришга нисбатан ишлатилади."
Ўроқ,"Буғдой, шоли ўрими"
Ўрпонг,Қумлоқ тупроқ
Ўрта дарак,Қўлнинг ўрта бармоғи
Ўртаёп,"Қишлоқ номи, унча ката бўлмаган ёп"
Ўртик,Бешик устига ёпиладиган ёпинчиқ
Ўртим,Оғизини бир марта тўлдиришга етадиган сув
Ўртоқ,"Ўқитувчи, муаллим."
Ўсин,Сўнгра
Ўсмоқ,"Тозаламоқ, пўстини олмоқ. Асосан балиқ тозалаш маъносида ишлатилсада, тилиб ёки тирнаб қонатмоқ маъносида ҳам ишлатилади"
Ўсмоқламин сўлла,Гапни чайнамай гапир
Ўсси вахда,"Бошқа вақтда, керакмас вақтда қилинган ҳаракат, иш ҳақида."
Ўстирма,Пахтани бўйига кўп ўстирма
Ўт,Ўтгин
Ўт-юк,"Дазмол, ёшлик чоғимиздаги дозмолларнинг устки қопқоғи очилиб чўғ (кўмир ёки ўтинни чўғи) билан пастки қисми тўлдириларди. Чўғнинг иссиғида дазмолнинг чўяндан қуйилган қисми қизийди, кейин кийимлар дазмолланади. Дазмолни, ўт-юк дейилишининг сабаби ҳам шунда-ўтни юкла дегани. Балки русчасига “утюг” шундан келиб чиққандир."
Ўтирибмисан,Ўтирибсанми
Ўтиришма,"Гап, дўстлар йиғини"
Ўтистириб қўй,Кимлигингни кўрсатиб қўй
Ўтлашди,"Зўрайди, ҳаддидан ошди"
Ўтлаштирмак,"Ҳаддан ошириб юбормоқ, ёмонлаштирмоқ"
Ўтоғ,Далани бегона ўтдан тозалаш
Ўхшатип ювар,Ўрнига қўйиб қўй. Бир боплаб қўй
Ўч,Овозингни ўчир жим бўл
Ўчирик,Ўчиргич
Ўчирит,Навбат
